"Data","ID_Veiculo","KM Percorridos","ValorAbastecimento","ValorManutencao","CustoFixo","CustoTotal"
"1/1/2023","2835","488","R$ 1,368.54","R$ 450.35","R$ 2,968.05","R$ 4,786.94"
"1/1/2023","2855","177","R$ 1,747.57","R$ 713.25","R$ 4,605.73","R$ 7,066.55"
"1/1/2023","2865","174","R$ 39.74","R$ 18.03","R$ 110.84","R$ 168.60"
"1/1/2023","2875","420","R$ 370.59","R$ 122.58","R$ 859.65","R$ 1,352.82"
"1/1/2023","2885","423","R$ 170.78","R$ 57.94","R$ 557.32","R$ 786.03"
"1/1/2023","2895","438","R$ 464.65","R$ 197.74","R$ 1,081.33","R$ 1,743.73"
"1/1/2023","2905","416","R$ 665.20","R$ 297.67","R$ 1,533.03","R$ 2,495.90"
"1/1/2023","2915","102","R$ 81.32","R$ 37.72","R$ 294.78","R$ 413.83"
"1/1/2023","2925","277","R$ 315.36","R$ 103.78","R$ 1,068.78","R$ 1,487.92"
"1/1/2023","2935","436","R$ 140.24","R$ 55.90","R$ 504.50","R$ 700.64"
"1/1/2023","2945","231","R$ 144.27","R$ 68.74","R$ 416.70","R$ 629.72"
"1/1/2023","2955","730","R$ 453.85","R$ 155.55","R$ 1,270.48","R$ 1,879.88"
"1/1/2023","2965","256","R$ 275.61","R$ 121.66","R$ 663.28","R$ 1,060.55"
"1/1/2023","2985","124","R$ 315.84","R$ 109.35","R$ 1,096.43","R$ 1,521.62"
"1/1/2023","2995","516","R$ 228.90","R$ 108.10","R$ 560.98","R$ 897.99"
"1/1/2023","3005","435","R$ 1,102.03","R$ 477.70","R$ 3,867.01","R$ 5,446.74"
"1/1/2023","3015","282","R$ 44.38","R$ 15.83","R$ 128.03","R$ 188.25"
"1/1/2023","3025","437","R$ 673.54","R$ 295.98","R$ 1,768.61","R$ 2,738.13"
"1/1/2023","3035","393","R$ 1,375.82","R$ 652.67","R$ 4,999.67","R$ 7,028.16"
"1/1/2023","3045","489","R$ 25.84","R$ 8.64","R$ 70.84","R$ 105.33"
"1/1/2023","3055","250","R$ 137.99","R$ 51.94","R$ 516.98","R$ 706.90"
"1/1/2023","3065","407","R$ 387.67","R$ 124.96","R$ 828.96","R$ 1,341.59"
"1/1/2023","3075","227","R$ 34.07","R$ 14.84","R$ 100.03","R$ 148.93"
"1/1/2023","3085","539","R$ 1,597.94","R$ 613.21","R$ 3,334.13","R$ 5,545.27"
"1/1/2023","3095","198","R$ 25.87","R$ 8.55","R$ 77.05","R$ 111.48"
"1/1/2023","3105","399","R$ 492.13","R$ 184.36","R$ 1,610.44","R$ 2,286.93"
"1/1/2023","3115","232","R$ 229.52","R$ 81.47","R$ 596.64","R$ 907.63"
"1/1/2023","3125","251","R$ 63.52","R$ 26.66","R$ 204.79","R$ 294.97"
"1/1/2023","3135","189","R$ 66.95","R$ 25.56","R$ 176.12","R$ 268.64"
"1/1/2023","3145","343","R$ 530.16","R$ 222.52","R$ 1,575.09","R$ 2,327.78"
"1/1/2023","3155","381","R$ 327.16","R$ 147.74","R$ 932.28","R$ 1,407.18"
"1/1/2023","3165","373","R$ 147.60","R$ 60.52","R$ 339.51","R$ 547.64"
"1/1/2023","3175","187","R$ 235.86","R$ 97.17","R$ 706.61","R$ 1,039.64"
"1/1/2023","3185","252","R$ 208.92","R$ 79.03","R$ 721.15","R$ 1,009.10"
"1/1/2023","3195","196","R$ 323.69","R$ 137.75","R$ 753.29","R$ 1,214.74"
"1/1/2023","3205","340","R$ 937.93","R$ 318.23","R$ 2,746.32","R$ 4,002.49"
"1/1/2023","3215","228","R$ 174.47","R$ 83.88","R$ 394.64","R$ 652.99"
"1/1/2023","3225","307","R$ 230.43","R$ 94.05","R$ 708.42","R$ 1,032.91"
"1/1/2023","3235","387","R$ 415.42","R$ 146.72","R$ 1,398.87","R$ 1,961.01"
"1/1/2023","3245","222","R$ 113.48","R$ 43.96","R$ 309.57","R$ 467.01"
"1/1/2023","3255","120","R$ 479.46","R$ 202.17","R$ 1,684.62","R$ 2,366.25"
"1/1/2023","3265","626","R$ 136.45","R$ 56.47","R$ 392.38","R$ 585.30"
"1/1/2023","3275","312","R$ 150.61","R$ 61.46","R$ 358.22","R$ 570.29"
"1/1/2023","3285","177","R$ 244.83","R$ 93.05","R$ 603.75","R$ 941.63"
"1/1/2023","3295","181","R$ 3,878.39","R$ 1,289.39","R$ 7,939.83","R$ 13,107.61"
"1/1/2023","3305","185","R$ 18.65","R$ 7.19","R$ 69.61","R$ 95.44"
"1/1/2023","3315","225","R$ 325.32","R$ 135.28","R$ 695.59","R$ 1,156.19"
"1/1/2023","3325","212","R$ 334.11","R$ 126.99","R$ 757.67","R$ 1,218.77"
"1/1/2023","3335","367","R$ 211.88","R$ 75.21","R$ 485.79","R$ 772.88"
"1/1/2023","3345","443","R$ 472.66","R$ 203.95","R$ 1,026.89","R$ 1,703.49"
"1/1/2023","3355","414","R$ 102.01","R$ 39.90","R$ 250.32","R$ 392.22"
"1/1/2023","3365","125","R$ 39.93","R$ 19.20","R$ 145.06","R$ 204.18"
"1/1/2023","3375","519","R$ 305.39","R$ 105.72","R$ 698.43","R$ 1,109.54"
"1/1/2023","3385","251","R$ 208.49","R$ 78.10","R$ 468.77","R$ 755.36"
"1/1/2023","3395","142","R$ 193.77","R$ 94.81","R$ 635.33","R$ 923.90"
"1/1/2023","3405","314","R$ 913.23","R$ 364.05","R$ 2,984.25","R$ 4,261.53"
"1/1/2023","3415","327","R$ 735.58","R$ 350.50","R$ 1,731.38","R$ 2,817.46"
"1/1/2023","3425","342","R$ 847.44","R$ 370.71","R$ 3,307.56","R$ 4,525.71"
"1/1/2023","3435","268","R$ 29.52","R$ 9.92","R$ 90.07","R$ 129.51"
"1/1/2023","3445","182","R$ 162.17","R$ 67.43","R$ 445.86","R$ 675.46"
"1/1/2023","3455","409","R$ 345.60","R$ 151.88","R$ 768.30","R$ 1,265.78"
"1/1/2023","3465","372","R$ 780.85","R$ 326.22","R$ 2,045.00","R$ 3,152.07"
"1/1/2023","3475","250","R$ 62.83","R$ 26.61","R$ 226.78","R$ 316.22"
"1/1/2023","3485","221","R$ 161.57","R$ 52.35","R$ 478.76","R$ 692.68"
"1/1/2023","3495","434","R$ 216.30","R$ 83.00","R$ 591.13","R$ 890.42"
"1/1/2023","3505","187","R$ 136.55","R$ 54.69","R$ 415.36","R$ 606.61"
"1/1/2023","3515","317","R$ 1,095.30","R$ 476.95","R$ 4,050.86","R$ 5,623.12"
"1/1/2023","3525","420","R$ 1,599.62","R$ 728.89","R$ 4,328.11","R$ 6,656.62"
"1/1/2023","3535","478","R$ 293.03","R$ 124.13","R$ 907.03","R$ 1,324.19"
"1/1/2023","3545","534","R$ 317.54","R$ 106.11","R$ 745.19","R$ 1,168.84"
"1/1/2023","3555","199","R$ 76.47","R$ 31.35","R$ 208.38","R$ 316.20"
"1/1/2023","3565","308","R$ 392.49","R$ 147.04","R$ 1,468.43","R$ 2,007.96"
"1/1/2023","3575","40","R$ 17.83","R$ 8.61","R$ 48.98","R$ 75.41"
"1/1/2023","3585","87","R$ 116.61","R$ 37.78","R$ 368.41","R$ 522.79"
"1/1/2023","3595","290","R$ 417.02","R$ 147.29","R$ 1,043.85","R$ 1,608.15"
"1/1/2023","3605","159","R$ 17.11","R$ 8.35","R$ 54.20","R$ 79.66"
"1/1/2023","3615","45","R$ 23.54","R$ 9.16","R$ 81.10","R$ 113.80"
"1/1/2023","3625","338","R$ 118.07","R$ 54.03","R$ 318.47","R$ 490.57"
"1/1/2023","3635","387","R$ 357.47","R$ 118.84","R$ 1,061.29","R$ 1,537.59"
"1/1/2023","3645","161","R$ 38.78","R$ 13.70","R$ 109.47","R$ 161.95"
"1/1/2023","3655","232","R$ 463.87","R$ 218.10","R$ 1,778.10","R$ 2,460.08"
"1/1/2023","3665","14","R$ 606.82","R$ 212.19","R$ 1,570.88","R$ 2,389.90"
"1/1/2023","3675","447","R$ 742.22","R$ 251.82","R$ 1,581.28","R$ 2,575.32"
"1/1/2023","3685","618","R$ 1,962.30","R$ 717.40","R$ 7,251.32","R$ 9,931.02"
"1/1/2023","3695","488","R$ 405.90","R$ 158.01","R$ 1,350.14","R$ 1,914.06"
"1/1/2023","3705","369","R$ 450.95","R$ 214.87","R$ 1,216.56","R$ 1,882.38"
"1/1/2023","3715","202","R$ 30.49","R$ 10.61","R$ 89.87","R$ 130.97"
"1/1/2023","3725","368","R$ 252.31","R$ 112.92","R$ 966.33","R$ 1,331.56"
"1/1/2023","3735","320","R$ 90.05","R$ 34.39","R$ 219.42","R$ 343.86"
"1/1/2023","3745","418","R$ 208.64","R$ 95.06","R$ 590.84","R$ 894.54"
"1/1/2023","3765","485","R$ 270.62","R$ 113.59","R$ 823.33","R$ 1,207.54"
"1/1/2023","3775","30","R$ 91.82","R$ 42.41","R$ 284.10","R$ 418.33"
"1/1/2023","3785","587","R$ 346.49","R$ 113.43","R$ 1,235.55","R$ 1,695.47"
"1/1/2023","3795","84","R$ 29.00","R$ 12.11","R$ 92.91","R$ 134.02"
"1/1/2023","3805","541","R$ 2,313.03","R$ 917.73","R$ 6,915.80","R$ 10,146.56"
"1/1/2023","3815","609","R$ 2,896.14","R$ 1,404.64","R$ 7,353.76","R$ 11,654.54"
"1/1/2023","3825","1019","R$ 5,675.87","R$ 1,886.98","R$ 14,492.73","R$ 22,055.58"
"1/1/2023","3835","41","R$ 14.42","R$ 5.27","R$ 30.84","R$ 50.53"
"1/1/2023","3845","627","R$ 93.89","R$ 32.19","R$ 201.46","R$ 327.54"
"1/1/2023","3855","268","R$ 368.73","R$ 158.38","R$ 1,290.08","R$ 1,817.19"
"1/1/2023","3865","366","R$ 165.22","R$ 63.10","R$ 393.76","R$ 622.07"
"1/1/2023","3875","293","R$ 445.95","R$ 166.24","R$ 1,088.62","R$ 1,700.81"
"1/1/2023","3885","141","R$ 77.69","R$ 36.20","R$ 249.30","R$ 363.19"
"1/1/2023","3895","190","R$ 282.05","R$ 101.60","R$ 719.64","R$ 1,103.29"
"1/1/2023","3905","161","R$ 19.86","R$ 6.84","R$ 42.11","R$ 68.81"
"1/1/2023","3915","43","R$ 45.98","R$ 18.16","R$ 114.68","R$ 178.82"
"1/1/2023","3925","400","R$ 646.24","R$ 291.83","R$ 1,431.08","R$ 2,369.16"
"1/1/2023","3935","750","R$ 142.45","R$ 49.32","R$ 512.99","R$ 704.76"
"1/1/2023","3945","538","R$ 2,960.84","R$ 1,417.09","R$ 9,918.49","R$ 14,296.43"
"1/1/2023","3955","208","R$ 89.28","R$ 38.17","R$ 347.75","R$ 475.20"
"1/1/2023","3965","220","R$ 20.02","R$ 6.87","R$ 47.09","R$ 73.98"
"1/1/2023","3975","136","R$ 406.28","R$ 186.81","R$ 1,082.88","R$ 1,675.96"
"1/1/2023","3985","45","R$ 21.04","R$ 9.38","R$ 73.76","R$ 104.18"
"1/1/2023","3995","40","R$ 5.23","R$ 2.21","R$ 12.68","R$ 20.12"
"1/1/2023","4005","449","R$ 679.02","R$ 313.61","R$ 1,644.38","R$ 2,637.02"
"1/1/2023","4025","185","R$ 856.59","R$ 359.52","R$ 3,114.89","R$ 4,330.99"
"1/1/2023","4035","392","R$ 416.27","R$ 177.15","R$ 1,131.97","R$ 1,725.39"
"1/1/2023","4045","422","R$ 3,458.20","R$ 1,519.69","R$ 9,632.93","R$ 14,610.83"
"1/1/2023","4055","141","R$ 1,405.11","R$ 506.18","R$ 5,062.55","R$ 6,973.83"
"1/1/2023","4065","183","R$ 1,614.04","R$ 561.58","R$ 4,329.29","R$ 6,504.90"
"1/1/2023","4075","271","R$ 26.13","R$ 11.65","R$ 81.05","R$ 118.83"
"1/1/2023","4085","156","R$ 139.80","R$ 65.73","R$ 463.19","R$ 668.71"
"1/1/2023","4095","399","R$ 1,118.16","R$ 449.98","R$ 3,575.39","R$ 5,143.53"
"1/1/2023","4105","30","R$ 396.85","R$ 193.33","R$ 894.07","R$ 1,484.25"
"1/1/2023","4115","158","R$ 536.67","R$ 232.63","R$ 2,044.85","R$ 2,814.15"
"1/1/2023","4125","853","R$ 256.25","R$ 119.94","R$ 835.53","R$ 1,211.72"
"1/1/2023","4135","212","R$ 283.33","R$ 97.60","R$ 750.91","R$ 1,131.85"
"1/1/2023","4145","109","R$ 68.97","R$ 23.04","R$ 141.38","R$ 233.40"
"1/1/2023","4155","84","R$ 56.86","R$ 24.86","R$ 132.91","R$ 214.63"
"1/1/2023","4165","720","R$ 1,223.15","R$ 469.38","R$ 3,178.51","R$ 4,871.04"
"1/1/2023","4175","249","R$ 1,189.81","R$ 564.42","R$ 3,024.71","R$ 4,778.94"
"1/1/2023","4185","209","R$ 27.56","R$ 10.94","R$ 64.99","R$ 103.48"
"1/1/2023","4195","895","R$ 309.59","R$ 107.72","R$ 1,076.26","R$ 1,493.57"
"1/1/2023","4205","233","R$ 303.77","R$ 119.38","R$ 1,055.07","R$ 1,478.22"
"1/1/2023","4215","184","R$ 144.84","R$ 49.64","R$ 317.57","R$ 512.05"
"1/1/2023","4225","595","R$ 53.13","R$ 20.00","R$ 111.65","R$ 184.78"
"1/1/2023","4235","498","R$ 1,150.15","R$ 500.84","R$ 3,223.81","R$ 4,874.80"
"1/1/2023","4245","379","R$ 217.07","R$ 103.89","R$ 605.34","R$ 926.30"
"1/1/2023","4265","457","R$ 66.04","R$ 31.60","R$ 170.63","R$ 268.28"
"1/1/2023","4275","303","R$ 340.34","R$ 150.25","R$ 1,318.27","R$ 1,808.86"
"1/1/2023","4285","296","R$ 111.37","R$ 38.94","R$ 236.14","R$ 386.45"
"1/1/2023","4295","601","R$ 172.30","R$ 60.55","R$ 448.71","R$ 681.56"
"1/1/2023","4305","198","R$ 706.95","R$ 243.51","R$ 2,555.63","R$ 3,506.09"
"1/1/2023","4315","197","R$ 376.55","R$ 161.74","R$ 871.27","R$ 1,409.56"
"1/1/2023","4325","1145","R$ 2,024.34","R$ 714.95","R$ 5,823.33","R$ 8,562.62"
"1/1/2023","4335","443","R$ 816.76","R$ 352.42","R$ 2,112.99","R$ 3,282.16"
"1/1/2023","4345","172","R$ 3,108.09","R$ 1,365.83","R$ 7,308.03","R$ 11,781.95"
"1/1/2023","4355","449","R$ 48.09","R$ 21.53","R$ 184.23","R$ 253.85"
"1/1/2023","4365","570","R$ 2,356.87","R$ 767.64","R$ 8,090.50","R$ 11,215.00"
"1/1/2023","4375","687","R$ 3,191.04","R$ 1,428.01","R$ 11,724.60","R$ 16,343.65"
"1/1/2023","4385","723","R$ 863.09","R$ 396.83","R$ 3,300.65","R$ 4,560.58"
"1/1/2023","4395","159","R$ 354.94","R$ 163.19","R$ 908.75","R$ 1,426.88"
"1/1/2023","4405","458","R$ 285.70","R$ 92.09","R$ 572.76","R$ 950.55"
"1/1/2023","4415","482","R$ 2,742.50","R$ 1,300.99","R$ 8,207.82","R$ 12,251.32"
"1/1/2023","4425","967","R$ 2,006.01","R$ 873.51","R$ 4,764.61","R$ 7,644.14"
"1/1/2023","4435","347","R$ 588.73","R$ 254.02","R$ 2,263.58","R$ 3,106.33"
"1/1/2023","4445","1576","R$ 2,514.05","R$ 887.91","R$ 5,558.27","R$ 8,960.23"
"1/1/2023","4455","916","R$ 294.87","R$ 135.58","R$ 937.46","R$ 1,367.91"
"1/1/2023","4465","95","R$ 36.25","R$ 13.77","R$ 82.53","R$ 132.54"
"1/1/2023","4475","1034","R$ 2,883.65","R$ 1,106.60","R$ 8,957.57","R$ 12,947.82"
"1/1/2023","4485","385","R$ 48.58","R$ 23.04","R$ 194.75","R$ 266.38"
"1/1/2023","4495","664","R$ 51,266.68","R$ 22,631.85","R$ 163,145.28","R$ 237,043.81"
"1/1/2023","4505","481","R$ 222.54","R$ 86.64","R$ 722.02","R$ 1,031.19"
"1/1/2023","4515","584","R$ 2,255.13","R$ 816.40","R$ 5,762.02","R$ 8,833.56"
"1/1/2023","4525","951","R$ 240.26","R$ 111.47","R$ 800.25","R$ 1,151.98"
"1/1/2023","4535","682","R$ 1,644.63","R$ 589.55","R$ 3,542.22","R$ 5,776.40"
"1/1/2023","4545","522","R$ 1,083.42","R$ 518.54","R$ 2,667.30","R$ 4,269.27"
"1/1/2023","4555","778","R$ 2,085.49","R$ 941.76","R$ 5,834.51","R$ 8,861.76"
"1/1/2023","4565","382","R$ 187.81","R$ 87.52","R$ 514.33","R$ 789.66"
"1/1/2023","4575","421","R$ 461.21","R$ 158.87","R$ 1,574.31","R$ 2,194.40"
"1/1/2023","4585","600","R$ 90.99","R$ 34.91","R$ 309.01","R$ 434.91"
"1/1/2023","4595","743","R$ 1,090.55","R$ 355.20","R$ 3,802.62","R$ 5,248.37"
"1/1/2023","4605","852","R$ 1,487.52","R$ 507.25","R$ 5,306.33","R$ 7,301.10"
"1/1/2023","4615","1716","R$ 824.09","R$ 268.40","R$ 2,799.66","R$ 3,892.15"
"1/1/2023","4625","869","R$ 1,873.51","R$ 671.60","R$ 5,114.62","R$ 7,659.73"
"1/1/2023","4635","870","R$ 1,527.25","R$ 617.51","R$ 5,269.67","R$ 7,414.44"
"1/1/2023","4645","221","R$ 130.09","R$ 52.12","R$ 493.88","R$ 676.08"
"1/1/2023","4655","455","R$ 926.03","R$ 385.07","R$ 2,581.53","R$ 3,892.63"
"1/1/2023","4665","713","R$ 771.56","R$ 372.55","R$ 1,740.34","R$ 2,884.46"
"1/1/2023","4675","712","R$ 465.57","R$ 221.84","R$ 1,635.93","R$ 2,323.34"
"1/1/2023","4685","413","R$ 481.03","R$ 220.18","R$ 1,827.31","R$ 2,528.52"
"1/1/2023","4695","1074","R$ 3,832.85","R$ 1,723.02","R$ 14,397.92","R$ 19,953.79"
"1/1/2023","4705","616","R$ 1,458.54","R$ 704.28","R$ 3,814.05","R$ 5,976.87"
"1/1/2023","4715","434","R$ 310.97","R$ 140.43","R$ 712.65","R$ 1,164.05"
"1/1/2023","4725","400","R$ 305.77","R$ 100.11","R$ 746.36","R$ 1,152.23"
"1/1/2023","4735","731","R$ 1,241.82","R$ 558.25","R$ 3,736.55","R$ 5,536.61"
"1/1/2023","4745","487","R$ 397.72","R$ 175.57","R$ 1,223.90","R$ 1,797.19"
"1/1/2023","4755","806","R$ 9,113.01","R$ 3,650.10","R$ 23,345.69","R$ 36,108.81"
"1/1/2023","4765","153","R$ 207.85","R$ 83.24","R$ 544.60","R$ 835.69"
"1/1/2023","4775","218","R$ 23,132.77","R$ 8,415.76","R$ 66,468.73","R$ 98,017.26"
"1/1/2023","4785","1141","R$ 1,038.54","R$ 410.11","R$ 3,130.50","R$ 4,579.15"
"1/1/2023","4795","708","R$ 1,365.35","R$ 477.43","R$ 3,362.28","R$ 5,205.07"
"1/1/2023","4805","576","R$ 1,634.05","R$ 751.31","R$ 6,089.30","R$ 8,474.66"
"1/1/2023","4815","576","R$ 256.05","R$ 88.65","R$ 857.47","R$ 1,202.17"
"1/1/2023","4825","377","R$ 635.64","R$ 208.10","R$ 2,044.36","R$ 2,888.10"
"1/1/2023","4835","452","R$ 1,005.96","R$ 416.36","R$ 2,194.08","R$ 3,616.39"
"1/1/2023","4845","409","R$ 363.32","R$ 148.29","R$ 1,021.06","R$ 1,532.68"
"1/1/2023","4855","1268","R$ 4,855.56","R$ 2,252.59","R$ 15,117.60","R$ 22,225.75"
"1/1/2023","4865","85","R$ 44.88","R$ 21.66","R$ 168.31","R$ 234.86"
"1/1/2023","4875","230","R$ 284.26","R$ 102.39","R$ 634.71","R$ 1,021.37"
"1/1/2023","4885","544","R$ 631.61","R$ 243.55","R$ 1,585.32","R$ 2,460.49"
"1/1/2023","4895","316","R$ 9,115.22","R$ 3,633.78","R$ 19,319.80","R$ 32,068.80"
"1/1/2023","4905","764","R$ 1,071.17","R$ 385.89","R$ 3,839.25","R$ 5,296.31"
"1/1/2023","4915","657","R$ 663.36","R$ 263.19","R$ 1,571.10","R$ 2,497.65"
"1/1/2023","4925","720","R$ 601.08","R$ 248.78","R$ 1,368.70","R$ 2,218.56"
"1/1/2023","4935","446","R$ 1,864.96","R$ 764.74","R$ 5,273.27","R$ 7,902.97"
"1/1/2023","4945","709","R$ 632.97","R$ 245.24","R$ 1,548.92","R$ 2,427.13"
"1/1/2023","4955","693","R$ 618.15","R$ 275.36","R$ 1,434.82","R$ 2,328.33"
"1/1/2023","4965","865","R$ 45,063.48","R$ 16,799.32","R$ 150,240.01","R$ 212,102.80"
"1/1/2023","4975","658","R$ 367.19","R$ 158.43","R$ 989.28","R$ 1,514.89"
"1/1/2023","4985","417","R$ 442.55","R$ 162.60","R$ 1,578.51","R$ 2,183.66"
"1/1/2023","4995","813","R$ 15,237.23","R$ 5,988.57","R$ 42,332.20","R$ 63,557.99"
"1/1/2023","5005","118","R$ 52.79","R$ 17.19","R$ 165.34","R$ 235.33"
"1/1/2023","5015","325","R$ 210.34","R$ 72.46","R$ 431.05","R$ 713.85"
"1/1/2023","5025","555","R$ 6,664.33","R$ 3,232.22","R$ 20,868.00","R$ 30,764.56"
"1/1/2023","5035","97","R$ 55.45","R$ 20.68","R$ 173.34","R$ 249.46"
"1/1/2023","5045","804","R$ 888.70","R$ 329.69","R$ 2,720.13","R$ 3,938.52"
"1/1/2023","5055","506","R$ 4,236.00","R$ 1,579.14","R$ 9,107.80","R$ 14,922.94"
"1/1/2023","5065","707","R$ 3,657.15","R$ 1,343.57","R$ 8,393.29","R$ 13,394.00"
"1/1/2023","5075","178","R$ 30.65","R$ 11.60","R$ 110.28","R$ 152.53"
"1/1/2023","5085","595","R$ 1,560.15","R$ 736.81","R$ 4,555.05","R$ 6,852.01"
"1/1/2023","5095","844","R$ 582.08","R$ 264.03","R$ 1,438.44","R$ 2,284.55"
"1/1/2023","5105","1484","R$ 798.15","R$ 313.68","R$ 2,060.69","R$ 3,172.52"
"1/1/2023","5115","433","R$ 347.04","R$ 155.30","R$ 1,262.12","R$ 1,764.46"
"1/1/2023","5125","62","R$ 242.92","R$ 101.48","R$ 900.54","R$ 1,244.93"
"1/1/2023","5135","62","R$ 25.98","R$ 12.54","R$ 71.71","R$ 110.23"
"1/1/2023","5175","62","R$ 16.81","R$ 5.85","R$ 57.22","R$ 79.87"
"1/1/2023","5195","62","R$ 7.19","R$ 2.54","R$ 25.48","R$ 35.21"
"1/1/2023","5265","62","R$ 110.94","R$ 42.58","R$ 402.88","R$ 556.39"
"1/1/2023","5275","187","R$ 147.88","R$ 51.97","R$ 399.61","R$ 599.46"
"1/1/2023","5305","125","R$ 109.42","R$ 41.98","R$ 308.90","R$ 460.30"
"1/1/2023","5335","62","R$ 280.11","R$ 111.66","R$ 919.92","R$ 1,311.69"
"1/1/2023","5345","62","R$ 27.01","R$ 9.21","R$ 64.86","R$ 101.08"
"1/1/2023","5355","62","R$ 16.71","R$ 7.53","R$ 42.30","R$ 66.54"
"1/1/2023","5365","62","R$ 820.28","R$ 372.09","R$ 2,298.31","R$ 3,490.68"
"1/1/2023","5385","62","R$ 1,661.10","R$ 716.73","R$ 4,297.35","R$ 6,675.18"
"1/1/2023","5405","62","R$ 1,396.26","R$ 683.19","R$ 5,511.76","R$ 7,591.21"
"1/1/2023","5455","62","R$ 6.60","R$ 2.65","R$ 14.33","R$ 23.57"
"1/1/2023","5465","125","R$ 68.24","R$ 32.23","R$ 261.96","R$ 362.43"
"1/1/2023","5475","187","R$ 759.33","R$ 335.21","R$ 2,147.70","R$ 3,242.24"
"1/1/2023","5485","125","R$ 109.94","R$ 44.45","R$ 395.14","R$ 549.53"
"1/1/2023","5505","125","R$ 200.31","R$ 68.99","R$ 471.85","R$ 741.15"
"1/1/2023","5515","62","R$ 115.72","R$ 39.86","R$ 336.99","R$ 492.57"
"1/1/2023","5525","62","R$ 13.05","R$ 5.61","R$ 46.39","R$ 65.05"
"1/1/2023","5535","62","R$ 22.87","R$ 10.81","R$ 69.66","R$ 103.33"
"1/1/2023","5545","62","R$ 32.78","R$ 13.50","R$ 85.09","R$ 131.36"
"1/1/2023","5575","125","R$ 191.04","R$ 71.22","R$ 501.32","R$ 763.58"
"1/1/2023","5615","125","R$ 304.47","R$ 112.95","R$ 941.01","R$ 1,358.43"
"1/1/2023","5645","187","R$ 1,352.74","R$ 653.20","R$ 3,297.13","R$ 5,303.06"
"1/1/2023","5655","62","R$ 1.00","R$ 0.33","R$ 3.17","R$ 4.50"
"1/1/2023","5675","125","R$ 971.63","R$ 314.83","R$ 2,893.22","R$ 4,179.68"
"1/1/2023","5695","62","R$ 18.56","R$ 7.01","R$ 53.39","R$ 78.96"
"1/1/2023","5745","62","R$ 247.53","R$ 90.94","R$ 516.55","R$ 855.02"
"1/1/2023","5765","250","R$ 324.96","R$ 130.77","R$ 900.91","R$ 1,356.65"
"1/1/2023","5785","62","R$ 7.63","R$ 2.84","R$ 17.65","R$ 28.12"
"1/1/2023","5805","125","R$ 1,880.44","R$ 704.43","R$ 4,764.98","R$ 7,349.85"
"1/1/2023","5855","62","R$ 61.82","R$ 29.84","R$ 147.41","R$ 239.06"
"1/1/2023","5865","62","R$ 18.39","R$ 9.00","R$ 43.49","R$ 70.89"
"1/1/2023","5875","62","R$ 65.13","R$ 28.11","R$ 183.70","R$ 276.94"
"1/1/2023","5895","125","R$ 4.64","R$ 1.73","R$ 12.00","R$ 18.37"
"1/1/2023","5915","62","R$ 12,019.59","R$ 5,626.21","R$ 28,241.77","R$ 45,887.57"
"1/1/2023","5935","62","R$ 62.15","R$ 20.14","R$ 135.41","R$ 217.69"
"1/1/2023","5945","125","R$ 178.00","R$ 63.49","R$ 515.90","R$ 757.40"
"1/1/2023","5955","125","R$ 1,663.01","R$ 552.88","R$ 4,405.91","R$ 6,621.81"
"1/1/2023","5965","62","R$ 8.98","R$ 3.65","R$ 22.80","R$ 35.43"
"1/1/2023","5985","62","R$ 0.95","R$ 0.39","R$ 3.13","R$ 4.47"
"1/1/2023","5995","125","R$ 71.09","R$ 33.43","R$ 167.99","R$ 272.51"
"1/1/2023","6005","62","R$ 7.11","R$ 2.98","R$ 18.71","R$ 28.79"
"1/1/2023","6015","62","R$ 73.19","R$ 23.83","R$ 253.84","R$ 350.86"
"1/1/2023","6025","62","R$ 40.84","R$ 14.14","R$ 93.42","R$ 148.40"
"1/1/2023","6045","62","R$ 76.92","R$ 36.33","R$ 242.10","R$ 355.35"
"1/1/2023","6055","62","R$ 31.07","R$ 13.29","R$ 92.85","R$ 137.21"
"1/1/2023","6065","62","R$ 54.20","R$ 26.16","R$ 136.19","R$ 216.56"
"1/1/2023","6075","187","R$ 358.97","R$ 124.27","R$ 930.97","R$ 1,414.22"
"1/1/2023","6085","125","R$ 511.81","R$ 173.66","R$ 1,308.03","R$ 1,993.50"
"1/1/2023","6095","205","R$ 1,110.89","R$ 515.37","R$ 3,664.16","R$ 5,290.42"
"1/1/2023","6105","133","R$ 77.34","R$ 26.91","R$ 206.49","R$ 310.74"
"1/1/2023","6115","270","R$ 514.50","R$ 204.13","R$ 1,712.62","R$ 2,431.26"
"1/1/2023","6125","901","R$ 1,372.21","R$ 594.81","R$ 3,603.45","R$ 5,570.47"
"1/1/2023","6135","256","R$ 302.50","R$ 104.73","R$ 694.89","R$ 1,102.12"
"1/1/2023","6145","507","R$ 437.64","R$ 149.99","R$ 1,147.60","R$ 1,735.23"
"1/1/2023","6155","593","R$ 1,914.67","R$ 880.32","R$ 4,711.42","R$ 7,506.41"
"1/1/2023","6165","239","R$ 242.69","R$ 115.13","R$ 726.35","R$ 1,084.17"
"1/1/2023","6175","400","R$ 5,082.05","R$ 2,336.63","R$ 18,089.94","R$ 25,508.63"
"1/1/2023","6185","250","R$ 31.54","R$ 11.64","R$ 74.74","R$ 117.91"
"1/1/2023","6195","235","R$ 527.09","R$ 203.24","R$ 1,174.59","R$ 1,904.92"
